source,source_type,target,target_type,relation
H1036,Herb,Citric Acid,Ingredient,CONTAINS_INGREDIENT
H1036,Herb,Salicylic Acid,Ingredient,CONTAINS_INGREDIENT
H1036,Herb,Catechin,Ingredient,CONTAINS_INGREDIENT
H1036,Herb,Kaempferol,Ingredient,CONTAINS_INGREDIENT
H1036,Herb,Cianidanol,Ingredient,CONTAINS_INGREDIENT
H0944,Herb,Isoliquiritigenin,Ingredient,CONTAINS_INGREDIENT
H0944,Herb,Spermidine,Ingredient,CONTAINS_INGREDIENT
H0944,Herb,Daidzein,Ingredient,CONTAINS_INGREDIENT
H0944,Herb,Sakuranetin,Ingredient,CONTAINS_INGREDIENT
H0944,Herb,Eupatorin,Ingredient,CONTAINS_INGREDIENT
H0944,Herb,Hispidulin,Ingredient,CONTAINS_INGREDIENT
H0944,Herb,Apigenin,Ingredient,CONTAINS_INGREDIENT
H0944,Herb,Genistein,Ingredient,CONTAINS_INGREDIENT
H0944,Herb,Cyanidin Chloride,Ingredient,CONTAINS_INGREDIENT
H0944,Herb,Daidzin,Ingredient,CONTAINS_INGREDIENT
H0944,Herb,Cyanidin,Ingredient,CONTAINS_INGREDIENT
H0944,Herb,Coumestrol,Ingredient,CONTAINS_INGREDIENT
H0944,Herb,Kojic Acid,Ingredient,CONTAINS_INGREDIENT
H0944,Herb,Putrescine,Ingredient,CONTAINS_INGREDIENT
H0944,Herb,Squalene,Ingredient,CONTAINS_INGREDIENT
H0944,Herb,"5-Hydroxy-3-(4-Hydroxyphenyl)-7-[3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxychromen-4-One",Ingredient,CONTAINS_INGREDIENT
H0781,Herb,Coumestrol,Ingredient,CONTAINS_INGREDIENT
H0781,Herb,Myristic Acid,Ingredient,CONTAINS_INGREDIENT
H0781,Herb,Palmitic Acid,Ingredient,CONTAINS_INGREDIENT
H1043,Herb,Trans-Asarone,Ingredient,CONTAINS_INGREDIENT
H1156,Herb,Gamma-Aminobutyric Acid,Ingredient,CONTAINS_INGREDIENT
H1156,Herb,Cinnamic Acid,Ingredient,CONTAINS_INGREDIENT
H1156,Herb,Stearic Acid,Ingredient,CONTAINS_INGREDIENT
H1156,Herb,Palmitic Acid,Ingredient,CONTAINS_INGREDIENT
H1156,Herb,Succinic Acid,Ingredient,CONTAINS_INGREDIENT
H1156,Herb,Octanoic Acid,Ingredient,CONTAINS_INGREDIENT
H1156,Herb,Aucubin,Ingredient,CONTAINS_INGREDIENT
H1156,Herb,Linoleic Acid,Ingredient,CONTAINS_INGREDIENT
H1156,Herb,Mannitol,Ingredient,CONTAINS_INGREDIENT
H1156,Herb,Protocatechuic Acid,Ingredient,CONTAINS_INGREDIENT
H1156,Herb,Paraben,Ingredient,CONTAINS_INGREDIENT
H1156,Herb,Adenine,Ingredient,CONTAINS_INGREDIENT
H1156,Herb,Benzoic Acid,Ingredient,CONTAINS_INGREDIENT
H1156,Herb,Salicylic Acid,Ingredient,CONTAINS_INGREDIENT
H1156,Herb,Gallic Acid,Ingredient,CONTAINS_INGREDIENT
H1156,Herb,Vanillin,Ingredient,CONTAINS_INGREDIENT
H1156,Herb,Uridine,Ingredient,CONTAINS_INGREDIENT
H1156,Herb,Tyrosol,Ingredient,CONTAINS_INGREDIENT
H1156,Herb,Myristic Acid,Ingredient,CONTAINS_INGREDIENT
H1156,Herb,Catalpol,Ingredient,CONTAINS_INGREDIENT
H1156,Herb,Oleic Acid,Ingredient,CONTAINS_INGREDIENT
H1156,Herb,Ferulic Acid,Ingredient,CONTAINS_INGREDIENT
H1156,Herb,Forsythiaside,Ingredient,CONTAINS_INGREDIENT
H1156,Herb,Palmitoleic Acid,Ingredient,CONTAINS_INGREDIENT
H1156,Herb,Propionic Acid,Ingredient,CONTAINS_INGREDIENT
H1156,Herb,Acetoside,Ingredient,CONTAINS_INGREDIENT
H1048,Herb,Myricetin,Ingredient,CONTAINS_INGREDIENT
H1219,Herb,Beta-Sitosterol,Ingredient,CONTAINS_INGREDIENT
H1219,Herb,Chrysoeriol,Ingredient,CONTAINS_INGREDIENT
H1219,Herb,Vanillic Acid,Ingredient,CONTAINS_INGREDIENT
H1219,Herb,Luteolin,Ingredient,CONTAINS_INGREDIENT
H1219,Herb,Apigenin,Ingredient,CONTAINS_INGREDIENT
H0768,Herb,Cinnamic Acid,Ingredient,CONTAINS_INGREDIENT
H0768,Herb,Aucubin,Ingredient,CONTAINS_INGREDIENT
H0768,Herb,Benzoic Acid,Ingredient,CONTAINS_INGREDIENT
H0768,Herb,Vanillin,Ingredient,CONTAINS_INGREDIENT
H0768,Herb,Dibutyl Phthalate,Ingredient,CONTAINS_INGREDIENT
H0768,Herb,Eugenol,Ingredient,CONTAINS_INGREDIENT
H0768,Herb,Beta-Sitosterol,Ingredient,CONTAINS_INGREDIENT
H0768,Herb,Ferulic Acid,Ingredient,CONTAINS_INGREDIENT
H0768,Herb,Coumaric Acid,Ingredient,CONTAINS_INGREDIENT
H0768,Herb,Harpagoside,Ingredient,CONTAINS_INGREDIENT
H0768,Herb,Palmitoleic Acid,Ingredient,CONTAINS_INGREDIENT
H0768,Herb,Linolenic Acid,Ingredient,CONTAINS_INGREDIENT
H0768,Herb,Oleic Acid,Ingredient,CONTAINS_INGREDIENT
H0768,Herb,Acetoside,Ingredient,CONTAINS_INGREDIENT
H0885,Herb,Lupeol,Ingredient,CONTAINS_INGREDIENT
H0885,Herb,Norathyriol,Ingredient,CONTAINS_INGREDIENT
H1165,Herb,Citral,Ingredient,CONTAINS_INGREDIENT
H1165,Herb,Cis-Asarone,Ingredient,CONTAINS_INGREDIENT
H0858,Herb,Protocatechuic Acid,Ingredient,CONTAINS_INGREDIENT
H0858,Herb,Paraben,Ingredient,CONTAINS_INGREDIENT
H0858,Herb,Gallic Acid,Ingredient,CONTAINS_INGREDIENT
H0858,Herb,Catechin,Ingredient,CONTAINS_INGREDIENT
H0858,Herb,Cianidanol,Ingredient,CONTAINS_INGREDIENT
H0858,Herb,Protocatechualdehyde,Ingredient,CONTAINS_INGREDIENT
H1009,Herb,Gamma-Aminobutyric Acid,Ingredient,CONTAINS_INGREDIENT
H1009,Herb,Nonane,Ingredient,CONTAINS_INGREDIENT
H1009,Herb,Angelicin,Ingredient,CONTAINS_INGREDIENT
H1009,Herb,Thymol,Ingredient,CONTAINS_INGREDIENT
H1009,Herb,(-)-Epicatechin,Ingredient,CONTAINS_INGREDIENT
H1009,Herb,Isoquercetin,Ingredient,CONTAINS_INGREDIENT
H1009,Herb,Gallic Acid,Ingredient,CONTAINS_INGREDIENT
H1009,Herb,Methoxsalen,Ingredient,CONTAINS_INGREDIENT
H1009,Herb,Psoralen,Ingredient,CONTAINS_INGREDIENT
H1009,Herb,Astragalin,Ingredient,CONTAINS_INGREDIENT
H1009,Herb,Ellagic Acid,Ingredient,CONTAINS_INGREDIENT
H1009,Herb,Bergapten,Ingredient,CONTAINS_INGREDIENT
H1009,Herb,Scopoletin,Ingredient,CONTAINS_INGREDIENT
H1009,Herb,Isoimperatorin,Ingredient,CONTAINS_INGREDIENT
H1009,Herb,Osthole,Ingredient,CONTAINS_INGREDIENT
H1009,Herb,Ferulic Acid,Ingredient,CONTAINS_INGREDIENT
H1009,Herb,Chlorogenic Acid,Ingredient,CONTAINS_INGREDIENT
H1009,Herb,Herbacetin,Ingredient,CONTAINS_INGREDIENT
H1009,Herb,?-Pinene,Ingredient,CONTAINS_INGREDIENT
H1009,Herb,Guaiol,Ingredient,CONTAINS_INGREDIENT
H1009,Herb,Isopimpinellin,Ingredient,CONTAINS_INGREDIENT
H1008,Herb,Eugenol,Ingredient,CONTAINS_INGREDIENT
H1008,Herb,Safrole,Ingredient,CONTAINS_INGREDIENT
H1008,Herb,Linoleic Acid,Ingredient,CONTAINS_INGREDIENT
H0679,Herb,Linalool,Ingredient,CONTAINS_INGREDIENT
H0679,Herb,Citral,Ingredient,CONTAINS_INGREDIENT
H0679,Herb,Linoleic Acid,Ingredient,CONTAINS_INGREDIENT
H0679,Herb,Rutin,Ingredient,CONTAINS_INGREDIENT
H0679,Herb,Linolenic Acid,Ingredient,CONTAINS_INGREDIENT
H0679,Herb,Stearic Acid,Ingredient,CONTAINS_INGREDIENT
H0679,Herb,Palmitic Acid,Ingredient,CONTAINS_INGREDIENT
H0679,Herb,Prunetin,Ingredient,CONTAINS_INGREDIENT
H0679,Herb,Palmitoleic Acid,Ingredient,CONTAINS_INGREDIENT
H0679,Herb,Quercetin,Ingredient,CONTAINS_INGREDIENT
H0679,Herb,Kaempferol,Ingredient,CONTAINS_INGREDIENT
H0679,Herb,Myristic Acid,Ingredient,CONTAINS_INGREDIENT
H0679,Herb,Citric Acid,Ingredient,CONTAINS_INGREDIENT
H0679,Herb,Isoquercetin,Ingredient,CONTAINS_INGREDIENT
H0679,Herb,Benzaldehyde,Ingredient,CONTAINS_INGREDIENT
H0679,Herb,Benzoic Acid,Ingredient,CONTAINS_INGREDIENT
H0679,Herb,Vitamin E,Ingredient,CONTAINS_INGREDIENT
H0679,Herb,Oleic Acid,Ingredient,CONTAINS_INGREDIENT
H0679,Herb,Mannitol,Ingredient,CONTAINS_INGREDIENT
H0679,Herb,Propionic Acid,Ingredient,CONTAINS_INGREDIENT
H0679,Herb,Geraniin,Ingredient,CONTAINS_INGREDIENT
H0679,Herb,"(2E,4E)-Deca-2,4-Dienal",Ingredient,CONTAINS_INGREDIENT
H0679,Herb,2-Nonenal,Ingredient,CONTAINS_INGREDIENT
H1056,Herb,Betunolic Acid,Ingredient,CONTAINS_INGREDIENT
H1056,Herb,Maslinic Acid,Ingredient,CONTAINS_INGREDIENT
H1056,Herb,Beta-Sitosterol,Ingredient,CONTAINS_INGREDIENT
H1056,Herb,Phlorizin,Ingredient,CONTAINS_INGREDIENT
H1056,Herb,Corosolic Acid,Ingredient,CONTAINS_INGREDIENT
H1056,Herb,Esculetin,Ingredient,CONTAINS_INGREDIENT
H1056,Herb,Vanillin,Ingredient,CONTAINS_INGREDIENT
H1056,Herb,Salicylic Acid,Ingredient,CONTAINS_INGREDIENT
H1056,Herb,Ellagic Acid,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Beta-Sitosterol,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Palmitic Acid,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Vanillic Acid,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Caffeic Acid,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,(+)-Taxifolin,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Coumarin,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Dioscin,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Gallic Acid,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Ergosterol,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Oxyresveratrol,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Protocatechuic Acid,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Taxifolin,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Succinic Acid,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Catechin,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,(-)-Epicatechin,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Naringenin,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Resveratrol,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Ferulic Acid,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Piceatannol,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Chlorogenic Acid,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Quercetin,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Quercitrin,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Rutin,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Kaempferol,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Piceid,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Rosmarinic Acid,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Propionic Acid,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Cianidanol,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,"5,7-Dihydroxy-2-(4-Hydroxyphenyl)-2,3-Dihydrochromen-4-One",Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Oleanolic_Acid,Ingredient,CONTAINS_INGREDIENT
H0932,Herb,Disogenin,Ingredient,CONTAINS_INGREDIENT
H1024,Herb,Gamma-Aminobutyric Acid,Ingredient,CONTAINS_INGREDIENT
H0696,Herb,Ponasterone A,Ingredient,CONTAINS_INGREDIENT
H0696,Herb,Succinic Acid,Ingredient,CONTAINS_INGREDIENT
H0696,Herb,20-Hydroxyecdysone,Ingredient,CONTAINS_INGREDIENT
H0696,Herb,Fumaric Acid,Ingredient,CONTAINS_INGREDIENT
H0696,Herb,Isoquercetin,Ingredient,CONTAINS_INGREDIENT
H0696,Herb,Tiliroside,Ingredient,CONTAINS_INGREDIENT
H0696,Herb,Apigenin,Ingredient,CONTAINS_INGREDIENT
H0696,Herb,Ecdysone,Ingredient,CONTAINS_INGREDIENT
H0696,Herb,Astragalin,Ingredient,CONTAINS_INGREDIENT
H0696,Herb,Kaempferol,Ingredient,CONTAINS_INGREDIENT
H0696,Herb,Benzoic Acid,Ingredient,CONTAINS_INGREDIENT
H0696,Herb,Quercetin,Ingredient,CONTAINS_INGREDIENT
H1039,Herb,Inositol,Ingredient,CONTAINS_INGREDIENT
H1039,Herb,Uracil,Ingredient,CONTAINS_INGREDIENT
H1039,Herb,Choline,Ingredient,CONTAINS_INGREDIENT
H0591,Herb,Quercetin,Ingredient,CONTAINS_INGREDIENT
H0591,Herb,Gallic Acid,Ingredient,CONTAINS_INGREDIENT
H0591,Herb,Kaempferol,Ingredient,CONTAINS_INGREDIENT
H0591,Herb,Ursolic Acid,Ingredient,CONTAINS_INGREDIENT
H0591,Herb,Betulinic Acid,Ingredient,CONTAINS_INGREDIENT
H0591,Herb,Oleanolic_Acid,Ingredient,CONTAINS_INGREDIENT
H0809,Herb,Niacin,Ingredient,CONTAINS_INGREDIENT
H0809,Herb,Isoliquiritigenin,Ingredient,CONTAINS_INGREDIENT
H0809,Herb,Palmitic Acid,Ingredient,CONTAINS_INGREDIENT
H0809,Herb,Niacinamide,Ingredient,CONTAINS_INGREDIENT
H0809,Herb,Cholesterol,Ingredient,CONTAINS_INGREDIENT
H0809,Herb,Acetaldehyde,Ingredient,CONTAINS_INGREDIENT
H0809,Herb,Emodin,Ingredient,CONTAINS_INGREDIENT
H0809,Herb,Icariside Ii,Ingredient,CONTAINS_INGREDIENT
H0809,Herb,Norathyriol,Ingredient,CONTAINS_INGREDIENT
H0809,Herb,Stearic Acid,Ingredient,CONTAINS_INGREDIENT
H0809,Herb,Paraben,Ingredient,CONTAINS_INGREDIENT
H0809,Herb,Ginkgetin,Ingredient,CONTAINS_INGREDIENT
H0809,Herb,Mangiferin,Ingredient,CONTAINS_INGREDIENT
H0809,Herb,Disogenin,Ingredient,CONTAINS_INGREDIENT
H0822,Herb,Eugenol,Ingredient,CONTAINS_INGREDIENT
H0822,Herb,Thymol,Ingredient,CONTAINS_INGREDIENT
H0822,Herb,Eucalyptol,Ingredient,CONTAINS_INGREDIENT
H0822,Herb,Methyleugenol,Ingredient,CONTAINS_INGREDIENT
H0822,Herb,Carvacrol,Ingredient,CONTAINS_INGREDIENT
H0822,Herb,Benzaldehyde,Ingredient,CONTAINS_INGREDIENT
H0822,Herb,M-Xylene,Ingredient,CONTAINS_INGREDIENT
H0822,Herb,Limonene,Ingredient,CONTAINS_INGREDIENT
H0822,Herb,Alpha-Humulone,Ingredient,CONTAINS_INGREDIENT
H0822,Herb,Alpha-Terpineol,Ingredient,CONTAINS_INGREDIENT
H1186,Herb,Betulinic Acid,Ingredient,CONTAINS_INGREDIENT
H1186,Herb,Caffeic Acid,Ingredient,CONTAINS_INGREDIENT
H1186,Herb,Tartrate,Ingredient,CONTAINS_INGREDIENT
H1186,Herb,Methyl Rosmarinate,Ingredient,CONTAINS_INGREDIENT
H1186,Herb,Beta-Sitosterol,Ingredient,CONTAINS_INGREDIENT
H1186,Herb,Eupatorin,Ingredient,CONTAINS_INGREDIENT
H1186,Herb,Sinensetin,Ingredient,CONTAINS_INGREDIENT
H1186,Herb,Ursolic Acid,Ingredient,CONTAINS_INGREDIENT
H1186,Herb,Tanshinone I,Ingredient,CONTAINS_INGREDIENT
H1186,Herb,Dihydrotanshinone I,Ingredient,CONTAINS_INGREDIENT
H1186,Herb,Protocatechuic Acid,Ingredient,CONTAINS_INGREDIENT
H1186,Herb,Oleanolic_Acid,Ingredient,CONTAINS_INGREDIENT
H1186,Herb,Protocatechualdehyde,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Rhamnetin,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Eugenol,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Benzaldehyde,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Vanillin,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Gallic Acid,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Eucalyptol,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Stearic Acid,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Allyl Isothiocyanate,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Linalool,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Thymol,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Ursolic Acid,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Oleic Acid,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Cinnamaldehyde,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Anethole,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Caffeic Acid,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Isoeugenol,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Quercetin,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Kaempferol,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Myricetin,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Ellagic Acid,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Fomepizole,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Terpineol,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Limonene,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Caryophyllene,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Strictinin,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Chavicol,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Alpha-Humulone,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Alpha-Terpineol,Ingredient,CONTAINS_INGREDIENT
H0990,Herb,Oleanolic_Acid,Ingredient,CONTAINS_INGREDIENT
H1241,Herb,Tricin,Ingredient,CONTAINS_INGREDIENT
H1241,Herb,Chlorogenic Acid,Ingredient,CONTAINS_INGREDIENT
H1241,Herb,Limonin,Ingredient,CONTAINS_INGREDIENT
H1241,Herb,Wogonin,Ingredient,CONTAINS_INGREDIENT
H1241,Herb,Ferulic Acid,Ingredient,CONTAINS_INGREDIENT
H1241,Herb,Choline,Ingredient,CONTAINS_INGREDIENT
H1241,Herb,Berberine,Ingredient,CONTAINS_INGREDIENT
H1241,Herb,Eugenol,Ingredient,CONTAINS_INGREDIENT
H1241,Herb,"2,3,9,10-Tetramethoxy-6,8,13,13A-Tetrahydro-5H-Isoquinolino[2,1-B]Isoquinoline",Ingredient,CONTAINS_INGREDIENT
H1241,Herb,Vanillic Acid,Ingredient,CONTAINS_INGREDIENT
H1241,Herb,Berberine Chloride,Ingredient,CONTAINS_INGREDIENT
H1241,Herb,Tetrahydropalmatine,Ingredient,CONTAINS_INGREDIENT
H1241,Herb,Jatrorrhizine,Ingredient,CONTAINS_INGREDIENT
H1241,Herb,Hydrastine,Ingredient,CONTAINS_INGREDIENT
H1241,Herb,Beta-Sitosterol,Ingredient,CONTAINS_INGREDIENT
H1241,Herb,Rhamnetin,Ingredient,CONTAINS_INGREDIENT
H1241,Herb,Coptisine,Ingredient,CONTAINS_INGREDIENT
H1241,Herb,Alpha-Terpineol,Ingredient,CONTAINS_INGREDIENT
H1241,Herb,Palmitine,Ingredient,CONTAINS_INGREDIENT
H1102,Herb,Estradiol,Ingredient,CONTAINS_INGREDIENT
H1102,Herb,Catechin,Ingredient,CONTAINS_INGREDIENT
H1102,Herb,Protocatechuic Acid,Ingredient,CONTAINS_INGREDIENT
H1102,Herb,Paraben,Ingredient,CONTAINS_INGREDIENT
H1102,Herb,Gallic Acid,Ingredient,CONTAINS_INGREDIENT
H1102,Herb,(-)-Epicatechin,Ingredient,CONTAINS_INGREDIENT
H1102,Herb,Beta-Sitosterol,Ingredient,CONTAINS_INGREDIENT
H1102,Herb,Naringin,Ingredient,CONTAINS_INGREDIENT
H1102,Herb,Caffeic Acid,Ingredient,CONTAINS_INGREDIENT
H1102,Herb,Catechol,Ingredient,CONTAINS_INGREDIENT
H1102,Herb,Stigmasterol,Ingredient,CONTAINS_INGREDIENT
H1102,Herb,Cianidanol,Ingredient,CONTAINS_INGREDIENT
H1147,Herb,Palmitic Acid,Ingredient,CONTAINS_INGREDIENT
H1147,Herb,Oleic Acid,Ingredient,CONTAINS_INGREDIENT
H1147,Herb,Coumaric Acid,Ingredient,CONTAINS_INGREDIENT
H1147,Herb,Linoleic Acid,Ingredient,CONTAINS_INGREDIENT
H1147,Herb,Tilianine,Ingredient,CONTAINS_INGREDIENT
H1147,Herb,Astragalin,Ingredient,CONTAINS_INGREDIENT
H1147,Herb,Protocatechuic Acid,Ingredient,CONTAINS_INGREDIENT
H0002,Herb,IL5,Target,TARGETS
H0002,Herb,CSF2,Target,TARGETS
H0002,Herb,CAT,Target,TARGETS
H0002,Herb,SOD1,Target,TARGETS
H0002,Herb,G6PD,Target,TARGETS
H0002,Herb,TP53,Target,TARGETS
H0002,Herb,PIN1,Target,TARGETS
H0002,Herb,F3,Target,TARGETS
H0002,Herb,NGB,Target,TARGETS
H0002,Herb,PTPN1,Target,TARGETS
H0002,Herb,ACHE,Target,TARGETS
H0002,Herb,TYR,Target,TARGETS
H0002,Herb,GAA,Target,TARGETS
H0002,Herb,G6PC1,Target,TARGETS
H0002,Herb,BCHE,Target,TARGETS
H0002,Herb,PPARG,Target,TARGETS
H0002,Herb,VEGFA,Target,TARGETS
H0002,Herb,NOTCH1,Target,TARGETS
H0002,Herb,BCL2,Target,TARGETS
H0002,Herb,IRAK4,Target,TARGETS
H0002,Herb,NFKB1,Target,TARGETS
H0002,Herb,TLR2,Target,TARGETS
H0002,Herb,MAPK8,Target,TARGETS
H0002,Herb,MAPK1,Target,TARGETS
H0002,Herb,HDC,Target,TARGETS
H0002,Herb,CYP2C9,Target,TARGETS
H0002,Herb,HPCA,Target,TARGETS
H0002,Herb,PVALB,Target,TARGETS
H0002,Herb,MAP2K1,Target,TARGETS
H0002,Herb,MAP2K2,Target,TARGETS
H0002,Herb,NFE2L2,Target,TARGETS
H0002,Herb,PEA15,Target,TARGETS
H0002,Herb,PRDX2,Target,TARGETS
H0002,Herb,ENO2,Target,TARGETS
H0002,Herb,CTNNB1,Target,TARGETS
H0002,Herb,PRKAA1,Target,TARGETS
H0002,Herb,PKB_RS07820,Target,TARGETS
H0002,Herb,CXCL8,Target,TARGETS
H0002,Herb,MAOA,Target,TARGETS
H0002,Herb,JUN,Target,TARGETS
H0002,Herb,IL2,Target,TARGETS
H0002,Herb,NFKBIA,Target,TARGETS
H0002,Herb,RELA,Target,TARGETS
H0002,Herb,MAPK3,Target,TARGETS
H0002,Herb,AKT1,Target,TARGETS
H0002,Herb,CXCR4,Target,TARGETS
H0002,Herb,PTEN,Target,TARGETS
H0002,Herb,MMP9,Target,TARGETS
H0002,Herb,MMP2,Target,TARGETS
H0002,Herb,AOX1,Target,TARGETS
H0002,Herb,TRPA1,Target,TARGETS
H0002,Herb,TNF,Target,TARGETS
H0002,Herb,IL10,Target,TARGETS
H0002,Herb,ABHD15,Target,TARGETS
H0002,Herb,IL1A,Target,TARGETS
H0002,Herb,APOM,Target,TARGETS
H0002,Herb,YWHAZ,Target,TARGETS
H0002,Herb,CRTC2,Target,TARGETS
H0002,Herb,GUCA2A,Target,TARGETS
H0002,Herb,IDE,Target,TARGETS
H0002,Herb,MPO,Target,TARGETS
H0002,Herb,TRPM8,Target,TARGETS
H0002,Herb,IL1B,Target,TARGETS
H0002,Herb,TRPV1,Target,TARGETS
H0002,Herb,AHR,Target,TARGETS
H0002,Herb,ABCC2,Target,TARGETS
H0002,Herb,CYP1B1,Target,TARGETS
H0002,Herb,PTGS2,Target,TARGETS
H0002,Herb,NOS2,Target,TARGETS
H0002,Herb,MAOB,Target,TARGETS
H0002,Herb,ANO1,Target,TARGETS
H0002,Herb,HSP90AA1,Target,TARGETS
H0002,Herb,SFTPA1,Target,TARGETS
H0002,Herb,FOLH1,Target,TARGETS
H0002,Herb,CASP3,Target,TARGETS
H0002,Herb,IGF2,Target,TARGETS
H0002,Herb,HSD11B2,Target,TARGETS
H0002,Herb,PPARA,Target,TARGETS
H0002,Herb,NPY,Target,TARGETS
H0002,Herb,SOD2,Target,TARGETS
H0002,Herb,IL4,Target,TARGETS
H0002,Herb,IGHE,Target,TARGETS
H0002,Herb,IL13,Target,TARGETS
H0002,Herb,PRL,Target,TARGETS
H0002,Herb,TGFB2,Target,TARGETS
H0002,Herb,MYC,Target,TARGETS
H0002,Herb,MT2A,Target,TARGETS
H0002,Herb,TGFB3,Target,TARGETS
H0002,Herb,BCL2L1,Target,TARGETS
H0002,Herb,BAX,Target,TARGETS
H0002,Herb,CYP1A2,Target,TARGETS
H0002,Herb,CYP2E1,Target,TARGETS
H0002,Herb,CYP3A4,Target,TARGETS
H0002,Herb,TRPV3,Target,TARGETS
H0002,Herb,AXL,Target,TARGETS
H0002,Herb,TRPM7,Target,TARGETS
H0002,Herb,UGT1A9,Target,TARGETS
H0002,Herb,LDLR,Target,TARGETS
H0002,Herb,CFTR,Target,TARGETS
H0002,Herb,ITGB3,Target,TARGETS
H0002,Herb,HSPA5,Target,TARGETS
H0002,Herb,FOS,Target,TARGETS
H0002,Herb,ATF3,Target,TARGETS
H0002,Herb,TF,Target,TARGETS
H0002,Herb,SMAD3,Target,TARGETS
H0002,Herb,MRC1,Target,TARGETS
H0002,Herb,NR1H3,Target,TARGETS
H0002,Herb,CYP2C19,Target,TARGETS
H0002,Herb,CYP19A1,Target,TARGETS
H0002,Herb,HMGCR,Target,TARGETS
H0002,Herb,CCK,Target,TARGETS
H0002,Herb,PRSS1,Target,TARGETS
H0002,Herb,SLC2A2,Target,TARGETS
H0002,Herb,PDX1,Target,TARGETS
H0002,Herb,INS,Target,TARGETS
H0002,Herb,FABP1,Target,TARGETS
H0002,Herb,RBP2,Target,TARGETS
H0002,Herb,PLG,Target,TARGETS
H0002,Herb,NTRK2,Target,TARGETS
H0002,Herb,BDNF,Target,TARGETS
H0002,Herb,PPARD,Target,TARGETS
H0002,Herb,UCP3,Target,TARGETS
H0002,Herb,GAP43,Target,TARGETS
H0002,Herb,SOAT1,Target,TARGETS
H0002,Herb,CRP,Target,TARGETS
H0002,Herb,MMP13,Target,TARGETS
H0002,Herb,PON1,Target,TARGETS
H0002,Herb,GCG,Target,TARGETS
H0002,Herb,ERBB2,Target,TARGETS
H0002,Herb,CETP,Target,TARGETS
H0002,Herb,UCP2,Target,TARGETS
H0002,Herb,DNPEP,Target,TARGETS
H0002,Herb,EDN1,Target,TARGETS
